"TIME [h]","CP [mg/l]"
0,0
0.0335,2.4
0.06716667,1.02
0.1353333,0.414
0.2666667,0.246
0.5005,0.137
0.9928333,0.116
1,0
1.033333,0.622
1.067167,0.85
1.1345,0.943
1.267167,0.921
1.5,1.39
1.993,2.82
2.033,0.449
2.066833,0.307
2.133667,0.296
2.267,0.16
2.500333,0.115
3.001167,0.0845
4,0.0668
5,0.0526
10,0.032
