"TIME [h]","CP [mg/l]"
0,0
0.0335,2.95
0.06666667,1.25
0.1331667,0.5829999
0.2666667,0.592
0.5,0.173
0.9941667,0.119
1,0
1.033333,0.768
1.0675,0.847
1.1335,1
1.269167,1.22
1.499667,1.21
1.9975,1.2
2.033833,0.478
2.067167,0.457
2.132833,0.364
2.266667,0.304
2.5,0.2
3,0.172
4,0.09629999
5,0.0649
9.9945,0.037
