"TIME [h]","CP [mg/l]"
0,0
0.0335,4.92
0.06666667,1.63
0.1336667,0.697
0.2671667,0.369
0.5005,0.273
0.9936666,0.151
1,0
1.0335,3.54
1.066833,3.61
1.1335,4.41
1.266667,4.59
1.501333,3.57
1.9955,5.02
2.033833,1.65
2.066,1.44
2.133667,1.28
2.266667,1.04
2.5,0.742
3,0.425
4,0.439
5,0.115
9.997167,0.11
