"TIME [h]","CP [mg/l]"
0,0
0.03383333,5.06
0.0675,1.11
0.1335,0.463
0.267,0.152
0.5003334,0.06789999
0.9938334,0.0497
1,0
1.033833,1.45
1.0675,1.68
1.1335,2.46
1.268833,2.43
1.500833,2.22
1.993667,2.04
2.033333,0.989
2.067167,0.667
2.132667,0.598
2.267833,0.384
2.500333,0.226
3.000833,0.22
4,0.124
5.01,0.07269999
10.01667,0.0525
