"TIME [h]","CP [mg/l]"
0,0
0.0335,2.14
0.06666667,1.39
0.1336667,0.895
0.2666667,0.547
0.5,0.313
0.993,0.258
1,0
1.033333,1.49
1.066833,1.85
1.1335,2.09
1.268667,2.64
1.503333,2.91
1.992167,3.05
2.033833,1.31
2.066667,1
2.1335,0.637
2.266667,0.791
2.5,0.704
3.004167,0.491
4,0.209
5,0.15
10.0195,0.0953
