"TIME [h]","CP [mg/l]"
0,0
0.03383333,5.28
0.06683334,2.18
0.1335,0.864
0.2671667,0.337
0.5005,0.124
0.9978333,0.0946
1,0
1.033333,1.06
1.067167,1.7
1.133167,2.14
1.267167,1.95
1.5,1.95
1.994667,1.97
2.032667,1
2.066667,0.608
2.132833,0.464
2.269666,0.362
2.5,0.228
3,0.17
4,0.0733
5,0.0557
9.908334,0.0523
