"TIME [h]","CP [mg/l]"
0,0
0.0335,4.59
0.0675,1.24
0.1331667,0.64
0.267,0.344
0.5046667,0.184
0.9966667,0.223
1.002167,0
1.033833,2.62
1.0675,2.14
1.1335,4.34
1.2745,4.34
1.5005,4.93
1.995,6.37
2.0335,3.5
2.0685,2.53
2.131,2.26
2.272833,2.04
2.499167,0.987
3.001667,0.504
4,0.308
5,0.196
9.970834,0.117
