"TIME [h]","CP [mg/l]"
0,0
0.0335,3.39
0.06916667,1.52
0.1361667,0.909
0.267,0.415
0.5008333,0.38
0.9933333,0.183
1.000333,0
1.0335,2.46
1.0675,3.26
1.133667,4
1.267167,4.62
1.5005,4.83
1.994667,5.67
2.033333,2.99
2.067167,1.99
2.1495,1.57
2.266667,1.01
2.501167,0.899
3.002,0.554
4,0.35
5,0.186
10,0.104
