"TIME [h]","CP [mg/l]"
0,0
0.03333334,4.51
0.06666667,1.75
0.1331667,0.862
0.2663333,0.443
0.5,0.271
0.9941667,0.112
1,0
1.0335,0.447
1.066833,0.596
1.1335,0.744
1.267,0.639
1.5,0.763
1.9945,0.785
2.033333,0.356
2.066667,0.275
2.133167,0.252
2.267167,0.165
2.500333,0.122
3.0055,0.0852
4.0025,0.041
5,0.028
10,0.015
