"TIME [h]","CP [mg/l]"
0,0
0.0335,2.72
0.06766666,1.18
0.1335,0.536
0.267,0.212
0.5003334,0.0987
0.9925,0.067
1,0
1.033,3.29
1.066833,2.86
1.136,4.87
1.266667,3.68
1.499667,3.68
1.993,3.45
2.033333,1.44
2.133167,1.02
2.25,0.758
2.5,0.531
3,0.351
4.016667,0.274
4.998,0.215
10.24167,0.104
