"TIME [h]","CP [mg/l]"
0,0
0.0335,3.26
0.06683334,1.87
0.134,0.985
0.2671667,0.469
0.5008333,0.235
0.9928333,0.131
1,0
1.033333,3.08
1.066667,3.31
1.133167,4.34
1.267167,4.65
1.5,4.41
1.9925,4.72
2.033833,2.22
2.066833,1.8
2.133667,1.32
2.267167,1.06
2.498667,0.699
3,0.485
4.001667,0.195
5,0.194
10,0.0576
