"TIME [h]","CP [mg/l]"
0,0
0.03466666,3.41
0.06683334,1.3
0.134,0.494
0.2671667,0.183
0.5003334,0.0984
0.9928333,0.0943
0.9996666,0
1.034167,0.696
1.067167,1.02
1.135333,1.39
1.267167,1.5
1.502167,1.5
1.993,1.7
2.033833,0.758
2.066667,0.536
2.133667,0.346
2.267,0.272
2.501333,0.2
3.000833,0.218
4,0.106
5.002,0.0681
10.14167,0.0423
