"TIME [h]","CP [mg/l]"
0,0
0.03383333,4.61
0.0675,1.7
0.1336667,0.604
0.267,0.198
0.5011666,0.1
0.9938334,0.0668
1,0
1.0335,0.917
1.066833,0.978
1.1335,1.38
1.267833,1.37
1.501167,1.73
1.994667,1.77
2.033,0.891
2.066833,0.556
2.133667,0.409
2.268833,0.285
2.500833,0.222
3.001167,0.17
4.0195,0.115
5,0.0821
10,0.034
