"TIME [h]","CP [mg/l]"
0,0
0.03516667,3.62
0.06683334,1.33
0.1343333,0.676
0.2671667,0.338
0.5008333,0.204
0.9955,0.11
1,0
1.033333,0.322
1.066,0.632
1.133167,0.561
1.269667,0.606
1.500333,0.748
1.994667,0.812
2.033833,0.373
2.0685,0.291
2.134333,0.23
2.266667,0.184
2.5005,0.16
3,0.111
4,0.0864
5,0.0509
9.966666,0.027
