"TIME [h]","CP [mg/l]"
0,0
0.03383333,3.55
0.06666667,1.65
0.134,0.949
0.2678333,0.483
0.5025,0.285
0.9945,0.154
1,0
1.034667,0.5190001
1.066,0.93
1.132667,1.12
1.2675,1.39
1.499167,1.48
1.996333,1.79
2.033333,0.887
2.066833,0.601
2.132833,0.438
2.267833,0.422
2.501667,0.278
3,0.172
4.0125,0.0853
5,0.0707
10,0.0773
