"TIME [h]","CP [mg/l]"
0,0
0.0335,2.01
0.06683334,0.754
0.1335,0.263
0.267,0.0838
0.5,0.0923
0.9925,0.0257
1,0
1.033333,0.275
1.066667,0.306
1.133167,0.43
1.267,0.47
1.499667,0.481
1.991333,0.483
2.033333,0.2
2.066833,0.131
2.1335,0.0892
2.266333,0.0645
2.5,0.0543
3,0.055
4.001167,0.033
5.003667,0.029
9.8,0.018
