"TIME [h]","CP [mg/l]"
0,0
0.03383333,5.47
0.06666667,1.81
0.134,0.643
0.268,0.281
0.5,0.167
0.9941667,0.1
1,0
1.0335,3.3
1.0675,3.68
1.1335,4.41
1.2675,4.61
1.500333,5.37
1.994167,4.92
2.033,2.46
2.066667,1.83
2.1335,1.59
2.266333,0.904
2.499667,0.587
3.0005,0.402
4,0.28
5,0.182
10,0.104
