"TIME [h]","CP [mg/l]"
0,0
0.03333334,3.15
0.068,1.79
0.1336667,0.85
0.268,0.525
0.5005,0.343
0.993,0.244
1,0
1.032667,0.842
1.068333,1.8
1.133167,1.8
1.266333,2.47
1.500833,2.94
1.9945,2.97
2.0335,1.41
2.066333,1.17
2.1335,0.947
2.266667,0.706
2.5,0.572
3.000833,0.429
4,0.232
5.000333,0.182
10.08333,0.0964
