"TIME [h]","CP [mg/l]"
0,0
0.0335,3.7
0.06666667,1.56
0.134,0.828
0.2678333,0.546
0.5003334,0.478
0.9936666,0.364
1,0
1.033333,1.78
1.066667,2.19
1.133667,2.76
1.267,2.6
1.5,2.96
1.993833,3.24
2.0335,1.56
2.066667,1.18
2.133667,0.9719999
2.266667,0.807
2.500333,0.617
3.002,0.451
4,0.201
5,0.157
10.05083,0.0696
