"TIME [h]","CP [mg/l]"
0,0
0.03383333,2.37
0.0675,1.62
0.1336667,1.18
0.2671667,0.495
0.5021666,0.253
0.9941667,0.211
1,0
1.033333,0.619
1.069333,0.88
1.133167,0.854
1.266333,1.05
1.5,1.32
1.993,1.38
2.033333,0.79
2.066833,0.581
2.133167,0.456
2.267167,0.358
2.501333,0.269
3.002,0.229
4,0.111
5,0.0583
10.01667,0.035
