"TIME [h]","CP [mg/l]"
0,0
0.03333334,5.05
0.06666667,1.82
0.1336667,0.76
0.267,0.39
0.4996667,0.212
0.9925,0.161
1,0
1.033333,0.474
1.066833,0.645
1.132833,0.537
1.266667,0.9809999
1.500833,0.993
1.995833,0.964
2.033,0.392
2.066833,0.255
2.133333,0.32
2.266667,0.136
2.5,0.108
3.000333,0.0961
4,0.038
5,0.034
10.025,0.025
