"TIME [h]","CP [mg/l]"
0,0
0.033,1.78
0.06683334,0.969
0.1336667,0.489
0.267,0.18
0.5,0.0922
0.9921666,0.0508
1,0
1.033333,1.51
1.0675,2.1
1.133167,2.43
1.2675,2.59
1.5005,2.74
1.992833,2.73
2.0335,1.36
2.066667,1.05
2.1335,0.677
2.271167,0.412
2.4995,0.29
2.993,0.31
4.022167,0.12
5.025,0.0773
9.933333,0.0577
