"TIME [h]","CP [mg/l]"
0,0
0.03333334,4.96
0.06666667,1.72
0.1335,0.823
0.267,0.385
0.5003334,0.259
0.9933333,0.163
1,0
1.033833,0.586
1.067167,0.734
1.135667,0.797
1.266667,0.76
1.500833,0.563
1.991667,0.802
2.0325,0.451
2.066333,0.328
2.1335,0.244
2.266333,0.203
2.499667,0.158
3,0.207
4,0.0708
5.001167,0.0609
9.9945,0.037
