"TIME [h]","CP [mg/l]"
0,0
0.0335,2.47
0.06683334,0.974
0.1353333,0.407
0.2671667,0.153
0.5003334,0.0695
0.9921666,0.055
1,0
1.0335,3.44
1.0675,4.15
1.134,4.84
1.267,4.34
1.499667,4.54
1.993,4.19
2.034333,1.55
2.0685,1.17
2.134,0.9630001
2.269166,0.567
2.500833,0.561
3,0.363
4.001667,0.228
5,0.196
10.14583,0.129
