"TIME [h]","CP [mg/l]"
0,0
0.03333334,4.88
0.066,1.98
0.1343333,0.714
0.2671667,0.18
0.4996667,0.13
0.9941667,0.0804
1,0
1.0335,1.11
1.066667,1.4
1.1335,1.68
1.268833,1.9
1.549333,1.64
1.992833,1.74
2.033833,0.606
2.066667,0.597
2.1335,0.492
2.266333,0.322
2.4995,0.217
3,0.179
4.002167,0.0912
5,0.0598
10,0.039
