"TIME [h]","CP [mg/l]"
0,0
0.03433333,3.75
0.06716667,1.74
0.1335,0.991
0.267,0.446
0.5003334,0.28
0.9941667,0.136
1,0
1.0335,0.697
1.066833,0.821
1.1335,0.739
1.266667,1.49
1.5,1.44
1.988833,1.69
2.033333,0.836
2.066,0.703
2.133333,0.47
2.266667,0.354
2.5,0.23
3,0.204
4,0.145
5,0.104
9.991667,0.0719
