"TIME [h]","CP [mg/l]"
0,0
0.03333334,2.61
0.06683334,1.32
0.1335,0.759
0.2666667,0.386
0.5011666,0.256
0.993,0.201
1,0
1.033333,1.66
1.066833,1.82
1.133667,2.1
1.2675,2.45
1.501667,2.71
1.993333,2.91
2.033333,1.39
2.066667,1.01
2.134833,0.856
2.336333,0.637
2.500333,0.601
3.002167,0.374
4,0.182
5,0.142
10,0.0877
