"TIME [h]","CP [mg/l]"
0,0
0.03383333,1.39
0.06683334,0.733
0.1328333,0.327
0.2666667,0.143
0.4996667,0.075
0.9928333,0.0544
1,0
1.033333,3.16
1.0675,3.77
1.1335,4.32
1.267,4.04
1.5,3.91
1.995333,3.74
2.033333,1.26
2.066667,1.02
2.133167,0.788
2.266667,0.647
2.5005,0.526
3.0055,0.316
4.004167,0.241
5.003,0.229
9.947167,0.145
