"TIME [h]","CP [mg/l]"
0,0
0.0335,3.48
0.06683334,1.74
0.1335,0.822
0.2666667,0.403
0.5005,0.238
0.993,0.121
1,0
1.033333,1.69
1.067167,2
1.133667,2.27
1.267167,2.35
1.5,2.79
1.992,2.1
2.033833,0.862
2.066667,0.678
2.133167,0.686
2.267,0.432
2.501167,0.284
3.003333,0.178
4.000333,0.123
5.001667,0.0826
10.0945,0.046
