"TIME [h]","CP [mg/l]"
0,0
0.03583334,2.67
0.06833334,1.15
0.136,0.595
0.2695,0.298
0.5021666,0.206
0.997,0.13
1,0
1.033833,3.44
1.066833,2.79
1.1335,3.53
1.266667,3.75
1.5,3.77
1.995833,4.13
2.035,1.5
2.066667,1.02
2.132833,0.879
2.267,0.738
2.5,0.547
3,0.324
4,0.151
5,0.0871
10.06667,0.0621
