"TIME [h]","CP [mg/l]"
0,0
0.03333334,1.96
0.06683334,0.827
0.1331667,0.384
0.2666667,0.164
0.5346667,0.09520001
0.9925,0.0629
1,0
1.032667,0.64
1.073333,0.895
1.133167,0.973
1.267,1.27
1.499667,0.376
1.992167,1.39
2.0335,0.603
2.066833,0.438
2.267833,0.208
2.4995,0.165
3.002833,0.152
3.999667,0.0684
4.998833,0.05
10.04167,0.033
