"TIME [h]","CP [mg/l]"
0,0
0.035,2.39
0.06666667,1.13
0.1335,0.675
0.2666667,0.335
0.5005,0.207
0.9953334,0.184
1,0
1.033833,0.764
1.066833,1.07
1.1335,1.13
1.267,0.961
1.5,1.16
1.991667,1.2
2.0335,0.602
2.066667,0.454
2.133333,0.347
2.266667,0.308
2.5,0.197
3.0005,0.176
4,0.0948
5,0.071
9.9875,0.033
